State/Local,Condition,BR Key,Bridge Id,County,Municipality,Location/Structure Name,Feature Carried,Feature Intersected,Owner,Length (ft),Deck Area (sq ft),Number of Spans,Material,Structure Type,Year Built,Posting Status,Weight Limit Single,Weight Limit Combination,Deck Condition,Superstructure Condition,Substructure Condition,Culvert Condition,Planning Partner,Average Daily Traffic
L,Fair,46602,10740206500149,BUTLER,Callery Borough,.3 mi. N. SR 3014 Inter.,MAIN STREET EXT,WOLFE RUN,COUNTY HIGHWAY AGENCY,27,680.4,1,Steel,I beams,2011,"OPEN, NO RESTRICTION",N/A,N/A,6 - Satisfactory,7 - Good,7 - Good,N - Not applicable.,SPC,
L,Fair,47018,02711200001004,ALLEGHENY,Ohara Township,Off Old Freeport Rd,Zaenger Drive,Squaw Run,TOWN OR TOWNSHIP HIGHWAY AGENCY,26,676,1,Concrete (precast),Frame culvert,2004,"OPEN, NO RESTRICTION",N/A,N/A,N - Not applicable.,N - Not applicable.,N - Not applicable.,6 - Satisfactory,SPC,
L,Fair,47122,64720704820001,WESTMORELAND,Fairfield Township,350' South of SR 1006,Hirsch Rd,Tubmill Creek,TOWN OR TOWNSHIP HIGHWAY AGENCY,40,560,1,Steel,I beams,2012,"OPEN, NO RESTRICTION",N/A,N/A,6 - Satisfactory,7 - Good,7 - Good,N - Not applicable.,SPC,
L,Fair,47536,32722302200001,INDIANA,White Township,300' E of T-813,T-220,McCartney Run,TOWN OR TOWNSHIP HIGHWAY AGENCY,21,672,1,Concrete (cast in place),Box culvert,1990,"OPEN, NO RESTRICTION",N/A,N/A,N - Not applicable.,N - Not applicable.,N - Not applicable.,6 - Satisfactory,SPC,
L,Fair,47689,02710800001008,ALLEGHENY,McCandless Township,BLAZIER 2 OVER PINE CREEK,Blazier Drive #2,Pine Creek,TOWN OR TOWNSHIP HIGHWAY AGENCY,61,1769,2,Concrete (precast),Arch culvert,2012,"OPEN, NO RESTRICTION",N/A,N/A,N - Not applicable.,N - Not applicable.,N - Not applicable.,6 - Satisfactory,SPC,
L,Fair,47707,10721207770957,BUTLER,Cranberry Township,0.1 MI N of SR 3024,T-777 WINDSOR COUR,TRIB TO BRUSH CREEK,TOWN OR TOWNSHIP HIGHWAY AGENCY,23,575,1,Steel,Arch culvert,1901,"OPEN, NO RESTRICTION",N/A,N/A,N - Not applicable.,N - Not applicable.,N - Not applicable.,5 - Fair,SPC,
L,Fair,47708,10721203301099,BUTLER,Cranberry Township,0.4 MI NW of SR 3020,T-330 ROBINHOOD DR,COAL RUN,TOWN OR TOWNSHIP HIGHWAY AGENCY,32,867.2,1,Concrete (cast in place),Slab (solid),1901,"OPEN, NO RESTRICTION",N/A,N/A,6 - Satisfactory,6 - Satisfactory,5 - Fair,N - Not applicable.,SPC,
L,Fair,47709,10723106260115,BUTLER,Winfield Township,1.5 MI S of T-880,T-626 SPIKER ROAD,ROUGH RUN,COUNTY HIGHWAY AGENCY,41,820,2,Steel,Arch culvert,1978,"OPEN, NO RESTRICTION",N/A,N/A,N - Not applicable.,N - Not applicable.,N - Not applicable.,5 - Fair,SPC,
L,Fair,47710,10720505440177,BUTLER,Center Township,0.4 MI E OF SR 308,T-544 STONEY RUN R,TRIB. TO STONEY RUN,TOWN OR TOWNSHIP HIGHWAY AGENCY,22,440,1,Concrete (precast),Arch culvert,1999,"OPEN, NO RESTRICTION",N/A,N/A,N - Not applicable.,N - Not applicable.,N - Not applicable.,6 - Satisfactory,SPC,
L,Fair,47711,10720109061058,BUTLER,Adams Township,0.2 MI N of SR 0228,T-906 HERITAGE CRE,KAUFMAN RUN,TOWN OR TOWNSHIP HIGHWAY AGENCY,28,728,1,Concrete (precast),Arch culvert,2004,"OPEN, NO RESTRICTION",N/A,N/A,N - Not applicable.,N - Not applicable.,N - Not applicable.,6 - Satisfactory,SPC,
L,Fair,47712,10742300011095,BUTLER,Seven Fields Borough,0.7 MI E of SR 3021,MARS CRIDER ROAD,TRIBUTARY TO KAUFMAN RUN,"CITY, MUNICIPAL, HIGHWAY AGENCY, OR BOROUGH",23,644,1,Concrete (precast),Box culvert,1996,"OPEN, NO RESTRICTION",N/A,N/A,N - Not applicable.,N - Not applicable.,N - Not applicable.,6 - Satisfactory,SPC,
L,Fair,47751,02730100003143,ALLEGHENY,Pittsburgh City,143 10th St Bypass off Ft,Fancourt Street,Tenth St. Bypass,"CITY, MUNICIPAL, HIGHWAY AGENCY, OR BOROUGH",123,6150,1,Steel,I-welded beams,2012,"OPEN, NO RESTRICTION",N/A,N/A,8 - Very Good,8 - Very Good,6 - Satisfactory,N - Not applicable.,SPC,
L,Fair,47753,62723103930002,WASHINGTON,West Pike Run Township,West Pike Run Twp.,WHITEHALL ROAD,Little Pike Run,TOWN OR TOWNSHIP HIGHWAY AGENCY,45,742.5,1,Steel,I beams,2011,"OPEN, NO RESTRICTION",N/A,N/A,7 - Good,8 - Very Good,6 - Satisfactory,N - Not applicable.,SPC,
L,Fair,47899,10721703250096,BUTLER,Jackson Township,0.1 mile NE of SR 68 In,T-325 TEXTOR SCH'L,BREAKNECK CREEK,COUNTY HIGHWAY AGENCY,73,2343.3,1,Prestressed precast concrete (P/S),I beams,2013,"OPEN, NO RESTRICTION",N/A,N/A,6 - Satisfactory,8 - Very Good,7 - Good,N - Not applicable.,SPC,
L,Fair,48139,64743706183000,WESTMORELAND,Murraysville Borough,0.2m north of 22,"Tarr Hollow, T-618",U. Trib. to Turtle Creek,"CITY, MUNICIPAL, HIGHWAY AGENCY, OR BOROUGH",22,726,1,Concrete (cast in place),Box culvert,1989,"OPEN, NO RESTRICTION",N/A,N/A,N - Not applicable.,N - Not applicable.,N - Not applicable.,6 - Satisfactory,SPC,
L,Fair,48206,02730100003100,ALLEGHENY,Pittsburgh City,100 S Highland Ave Bridge,SOUTH HIGHLAND AVE,"ELLSWORTH, E BUSWAY, NSR","CITY, MUNICIPAL, HIGHWAY AGENCY, OR BOROUGH",117,7289.1,2,Steel,I beams,1925,"OPEN, NO RESTRICTION",N/A,N/A,8 - Very Good,8 - Very Good,6 - Satisfactory,N - Not applicable.,SPC,
L,Fair,48258,10721203010130,BUTLER,Cranberry Township,0.3 MI S OF GLEN EDEN RD,T-301 Powell Rd.,Brush Creek,COUNTY HIGHWAY AGENCY,98,3871,1,Prestressed precast concrete (P/S),I beams,2013,"OPEN, NO RESTRICTION",N/A,N/A,6 - Satisfactory,8 - Very Good,8 - Very Good,N - Not applicable.,SPC,
L,Fair,48334,10720704160048,BUTLER,Clay Township,1mi. N of Mahood Rd. Int,T-416 SHROYER MILL,MUDDY CREEK,COUNTY HIGHWAY AGENCY,34,595,1,Prestressed precast concrete (P/S),Box beam - (spread),2014,"OPEN, NO RESTRICTION",N/A,N/A,7 - Good,6 - Satisfactory,7 - Good,N - Not applicable.,SPC,
L,Fair,48431,62740490193120,WASHINGTON,Burgettstown Borough,100' WEST OF SR 18,SHADY AVENUE,BURGETTS FORK,TOWN OR TOWNSHIP HIGHWAY AGENCY,55,1501.5,1,Prestressed precast concrete (P/S),Box beam - (spread),2013,"OPEN, NO RESTRICTION",N/A,N/A,6 - Satisfactory,8 - Very Good,7 - Good,N - Not applicable.,SPC,
L,Fair,48479,26721905980004,FAYETTE,Springfield Township,SPRINGFIELD TOWNSHIP,MOUNTAIN ROAD,MILL RUN,TOWN OR TOWNSHIP HIGHWAY AGENCY,30,750,1,Concrete (cast in place),Slab (solid),1985,"OPEN, NO RESTRICTION",N/A,N/A,7 - Good,7 - Good,6 - Satisfactory,N - Not applicable.,SPC,
L,Fair,48480,26721906820005,FAYETTE,Springfield Township,Springfield Twp.,Foxburg Road,Rasler Run,TOWN OR TOWNSHIP HIGHWAY AGENCY,30,735,1,Concrete (cast in place),Slab (solid),1980,"OPEN, NO RESTRICTION",N/A,N/A,6 - Satisfactory,6 - Satisfactory,5 - Fair,N - Not applicable.,SPC,
L,Fair,48481,26720208250001,FAYETTE,Bulldkin Township,SE of Hammondville,Greenlick Hollow R,Green Lick Run,TOWN OR TOWNSHIP HIGHWAY AGENCY,32,787.2,1,Concrete (cast in place),Slab (solid),1980,"OPEN, NO RESTRICTION",N/A,N/A,7 - Good,7 - Good,5 - Fair,N - Not applicable.,SPC,
L,Fair,48482,26720207000002,FAYETTE,Bulldkin Township,East of Wooddale,Park Road,Mounts Creek,TOWN OR TOWNSHIP HIGHWAY AGENCY,23,568.1,1,Concrete (cast in place),Slab (solid),1980,"OPEN, NO RESTRICTION",N/A,N/A,6 - Satisfactory,6 - Satisfactory,6 - Satisfactory,N - Not applicable.,SPC,
L,Fair,48484,26720207330003,FAYETTE,Bulldkin Township,East of Hammondville,Hoke Road,Latta Run,TOWN OR TOWNSHIP HIGHWAY AGENCY,28,744.8,1,Steel,I beams,1965,"OPEN, NO RESTRICTION",N/A,N/A,6 - Satisfactory,5 - Fair,5 - Fair,N - Not applicable.,SPC,
L,Fair,48485,26720207330004,FAYETTE,Bulldkin Township,East of Hammondville,Kreinbrook Hill Rd,Latta Run,TOWN OR TOWNSHIP HIGHWAY AGENCY,25,592.5,1,Steel,I beams,1935,"OPEN, NO RESTRICTION",N/A,N/A,5 - Fair,5 - Fair,5 - Fair,N - Not applicable.,SPC,
L,Fair,48488,26720207600006,FAYETTE,Bulldkin Township,East of Hammondville,Mudd School Road,Green Lick Run,TOWN OR TOWNSHIP HIGHWAY AGENCY,28,940.8,1,Prestressed precast concrete (P/S),Box beam - adj,1972,"OPEN, NO RESTRICTION",N/A,N/A,5 - Fair,5 - Fair,5 - Fair,N - Not applicable.,SPC,
L,Fair,48490,64720100005002,WESTMORELAND,Allegheny Township,Allegheny TWP,County Road,North Moreland Lake,COUNTY HIGHWAY AGENCY,24,772.8,1,Concrete (precast),Arch culvert,2008,"OPEN, NO RESTRICTION",N/A,N/A,N - Not applicable.,N - Not applicable.,N - Not applicable.,5 - Fair,SPC,
L,Fair,48494,64710100000008,WESTMORELAND,North Huntingdon Township,North Huntingdon Twp,Frog Road,Branch of Brush Creek,TOWN OR TOWNSHIP HIGHWAY AGENCY,30,909,1,Concrete (precast),Rigid frame,2000,"OPEN, NO RESTRICTION",N/A,N/A,5 - Fair,5 - Fair,5 - Fair,N - Not applicable.,SPC,
L,Fair,48498,62722200000006,WASHINGTON,Peters Township,Peters TWP,Bunker Hill Dr,Trib. of Brush Run,TOWN OR TOWNSHIP HIGHWAY AGENCY,24,504,1,Concrete (precast),Arch culvert,1998,"OPEN, NO RESTRICTION",N/A,N/A,N - Not applicable.,N - Not applicable.,N - Not applicable.,5 - Fair,SPC,
L,Fair,48502,62720607030006,WASHINGTON,Cecil Township,CECILTWP,SOUTHPOINTE BLVD.,MORGANZA RUN,TOWN OR TOWNSHIP HIGHWAY AGENCY,22,1100,1,Concrete (precast),Box culvert,1995,"OPEN, NO RESTRICTION",N/A,N/A,N - Not applicable.,N - Not applicable.,N - Not applicable.,5 - Fair,SPC,
L,Fair,48507,30720403170003,GREENE,Dunkard Township,Dunkard TWP,T-317,Crooked Run,TOWN OR TOWNSHIP HIGHWAY AGENCY,34,666.4,1,Concrete (cast in place),T-beams,1940,"OPEN, NO RESTRICTION",N/A,N/A,5 - Fair,5 - Fair,5 - Fair,N - Not applicable.,SPC,
L,Fair,48515,02720700001006,ALLEGHENY,Hampton Township,200 FT W OF SR 8,DUNCAN AVENUE,GOURDHEAD RUN,TOWN OR TOWNSHIP HIGHWAY AGENCY,34,816,1,Concrete (precast),Arch culvert,2014,"OPEN, NO RESTRICTION",N/A,N/A,N - Not applicable.,N - Not applicable.,N - Not applicable.,6 - Satisfactory,SPC,
L,Fair,48518,26721505760001,FAYETTE,Perry Township,South of Perryopolis,Clay Road,Washington Run,TOWN OR TOWNSHIP HIGHWAY AGENCY,30,822,1,Concrete (cast in place),T-beams,1935,"OPEN, NO RESTRICTION",N/A,N/A,5 - Fair,5 - Fair,6 - Satisfactory,N - Not applicable.,SPC,
L,Fair,48522,64710200000005,WESTMORELAND,Penn Township,0.1 MI FROM INT W/WATT RD,Gombach Road,Bushy Run,TOWN OR TOWNSHIP HIGHWAY AGENCY,21,424.2,1,Steel,Arch culvert,1990,"OPEN, NO RESTRICTION",N/A,N/A,N - Not applicable.,N - Not applicable.,N - Not applicable.,6 - Satisfactory,SPC,
L,Fair,48523,64720407150008,WESTMORELAND,Derry Township,0.3 MI FROM INT W/SR 217,"T715, Chestnut  Ri",Miller Run,TOWN OR TOWNSHIP HIGHWAY AGENCY,32,998.4,1,Concrete (cast in place),Slab (solid),1973,POSTED FOR LOAD,29,40,6 - Satisfactory,6 - Satisfactory,6 - Satisfactory,N - Not applicable.,SPC,
L,Fair,48889,02746741392926,ALLEGHENY,"North Versailles Township, Turtle Creek Borough",TL06 Turtle Creek #6,Greensburg Pike,"Turtle Creek, NSR",COUNTY HIGHWAY AGENCY,672,32928,4,Steel,I-welded beams,2014,"OPEN, NO RESTRICTION",N/A,N/A,7 - Good,8 - Very Good,6 - Satisfactory,N - Not applicable.,SPC,
L,Fair,48956,02747300001001,ALLEGHENY,West Mifflin Borough,At Int. Lwr Bull Run Rd,Grant Ave Ext,Thompson Run,TOWN OR TOWNSHIP HIGHWAY AGENCY,47,1410,2,Steel,Arch culvert,1985,"OPEN, NO RESTRICTION",N/A,N/A,N - Not applicable.,N - Not applicable.,N - Not applicable.,5 - Fair,SPC,
L,Fair,49121,02740700001001,ALLEGHENY,Bethel Park Borough,217 FT W of SR0088,Beagle Drive,Alsip Run,TOWN OR TOWNSHIP HIGHWAY AGENCY,22,682,1,Steel,I beams,1970,POSTED FOR LOAD,26,36,7 - Good,5 - Fair,6 - Satisfactory,N - Not applicable.,SPC,
L,Fair,49123,02748100001003,ALLEGHENY,Franklin Park Borough,226' from Wexford Road,Barrington Dr.,Fish Run,TOWN OR TOWNSHIP HIGHWAY AGENCY,22,506,2,Concrete (cast in place),Box culvert,1992,"OPEN, NO RESTRICTION",N/A,N/A,N - Not applicable.,N - Not applicable.,N - Not applicable.,5 - Fair,SPC,
L,Fair,49126,02744600001003,ALLEGHENY,Monroeville Borough,200' S Old Frankstown Rd.,Old Abers Creek Rd,Pierson Run,"CITY, MUNICIPAL, HIGHWAY AGENCY, OR BOROUGH",20,460,1,Steel,Pipe-arch culvert,1995,"OPEN, NO RESTRICTION",N/A,N/A,N - Not applicable.,N - Not applicable.,N - Not applicable.,5 - Fair,SPC,
L,Fair,49127,02721300001001,ALLEGHENY,Moon Township,70' fr Flaugherty Run Rd,Becks Run Road,Flaugherty Run,TOWN OR TOWNSHIP HIGHWAY AGENCY,38,1242.6,1,Steel,I beams,1998,"OPEN, NO RESTRICTION",N/A,N/A,7 - Good,8 - Very Good,5 - Fair,N - Not applicable.,SPC,
L,Fair,49128,02711300001002,ALLEGHENY,Penn Hills Township,300' W OF THOMPSON RUN RD,South McCully Road,Thompson Run,TOWN OR TOWNSHIP HIGHWAY AGENCY,31,589,1,Concrete (cast in place),Arch culvert,1950,"OPEN, NO RESTRICTION",N/A,N/A,N - Not applicable.,N - Not applicable.,N - Not applicable.,5 - Fair,SPC,
L,Fair,49129,02721600001001,ALLEGHENY,Pine Township,340' N of Wexford RdSR910,Lyndhurst Circuit,Unnamed Tributary,TOWN OR TOWNSHIP HIGHWAY AGENCY,20,604,1,Concrete (precast),Arch deck - closed,1988,"OPEN, NO RESTRICTION",N/A,N/A,N - Not applicable.,6 - Satisfactory,6 - Satisfactory,N - Not applicable.,SPC,
L,Fair,49131,02746600001004,ALLEGHENY,Plum Borough,300' N SR 286,Pine Valley Dr.,Humms Run,"CITY, MUNICIPAL, HIGHWAY AGENCY, OR BOROUGH",23,598,1,Steel,Pipe-arch culvert,1995,"OPEN, NO RESTRICTION",N/A,N/A,N - Not applicable.,N - Not applicable.,N - Not applicable.,5 - Fair,SPC,
L,Fair,49133,02711500001001,ALLEGHENY,Robinson Township,1200 ft North of SR 51,Station St.,Moon Run,TOWN OR TOWNSHIP HIGHWAY AGENCY,22,620.4,1,Prestressed precast concrete (P/S),Box beam - adj,1990,"OPEN, NO RESTRICTION",N/A,N/A,8 - Very Good,8 - Very Good,6 - Satisfactory,N - Not applicable.,SPC,
L,Fair,49134,02711700001002,ALLEGHENY,Pittsburgh City,Duncan Way & Bell Ave,Bell Ave,Unnamed Tributary,TOWN OR TOWNSHIP HIGHWAY AGENCY,36,864,1,Steel,I beams,1995,"OPEN, NO RESTRICTION",N/A,N/A,6 - Satisfactory,7 - Good,7 - Good,N - Not applicable.,SPC,
L,Fair,49135,02711700001003,ALLEGHENY,Scott Township,Lindsay & Hope Hollow Rd,Lindsay Rd,Unnamed Tributary,TOWN OR TOWNSHIP HIGHWAY AGENCY,36,864,1,Steel,I beams,1995,"OPEN, NO RESTRICTION",N/A,N/A,6 - Satisfactory,7 - Good,7 - Good,N - Not applicable.,SPC,
L,Fair,49137,02721900001005,ALLEGHENY,South Park Township,BTW T976 & SR3013,"T325, WALLACE ROAD",Catfish Run,TOWN OR TOWNSHIP HIGHWAY AGENCY,23,713,1,Concrete (precast),Arch culvert,2007,"OPEN, NO RESTRICTION",N/A,N/A,N - Not applicable.,N - Not applicable.,N - Not applicable.,6 - Satisfactory,SPC,
L,Fair,49139,04721100001001,BEAVER,New Sewickley Township,178' south of Blank Road,McElhaney Road,Crows Run,TOWN OR TOWNSHIP HIGHWAY AGENCY,32,1088,1,Concrete (precast),Arch culvert,2000,"OPEN, NO RESTRICTION",N/A,N/A,N - Not applicable.,N - Not applicable.,N - Not applicable.,6 - Satisfactory,SPC,
L,Fair,49142,37721700001001,LAWRENCE,Wilmington Township,0.1 mile from Means Rd,Ferris Rd.,Unnamed Tributary,TOWN OR TOWNSHIP HIGHWAY AGENCY,23,644,1,Concrete (precast),Box culvert,2010,"OPEN, NO RESTRICTION",N/A,N/A,N - Not applicable.,N - Not applicable.,N - Not applicable.,6 - Satisfactory,SPC,
L,Fair,49144,37721000001001,LAWRENCE,Scott Township,0.13 mi south of SR108,Houk Road,Big Run,TOWN OR TOWNSHIP HIGHWAY AGENCY,21,371.7,1,Concrete (cast in place),Arch deck - closed,1912,"OPEN, NO RESTRICTION",N/A,N/A,N - Not applicable.,5 - Fair,6 - Satisfactory,N - Not applicable.,SPC,
L,Fair,53313,64720905490101,WESTMORELAND,Hempfield Township,500' NE of T-748,Trouttown Road,Sewickley Creek,TOWN OR TOWNSHIP HIGHWAY AGENCY,80,1416,1,Steel,I beams,2016,POSTED FOR LOAD,10,N/A,8 - Very Good,7 - Good,5 - Fair,N - Not applicable.,SPC,
L,Fair,53336,02711500001002,ALLEGHENY,Robinson Township,100' SE of Montour Run Rd,Park Manor Blvd,Montour Run,TOWN OR TOWNSHIP HIGHWAY AGENCY,57,3619.5,1,Prestressed precast concrete (P/S),Box beam - (spread),1988,"OPEN, NO RESTRICTION",N/A,N/A,5 - Fair,5 - Fair,5 - Fair,N - Not applicable.,SPC,
L,Fair,53366,02721700001003,ALLEGHENY,Richland Township,50' S of Int w/ SR910,Community Center D,W. Branch of Deer Creek,TOWN OR TOWNSHIP HIGHWAY AGENCY,22,704,1,Concrete (precast),Arch deck - closed,2004,"OPEN, NO RESTRICTION",N/A,N/A,N - Not applicable.,6 - Satisfactory,6 - Satisfactory,N - Not applicable.,SPC,
L,Fair,55083,03721404470002,ARMSTRONG,Manor Township,235FT E OF SR66 & SR128,T-447 FORT RUN RD,FORT RUN,TOWN OR TOWNSHIP HIGHWAY AGENCY,27,918,1,Concrete (cast in place),Box culvert,1979,"OPEN, NO RESTRICTION",N/A,N/A,N - Not applicable.,N - Not applicable.,N - Not applicable.,6 - Satisfactory,SPC,
L,Fair,55954,02742600009613,ALLEGHENY,Edgewood Borough,Borough of Edgewood,East Busway,Race Street,OTHER LOCAL AGENCIES,30,840,1,Masonry,Arch culvert,1910,"OPEN, NO RESTRICTION",N/A,N/A,N - Not applicable.,N - Not applicable.,N - Not applicable.,6 - Satisfactory,SPC,
L,Fair,55957,02747800009608,ALLEGHENY,Wilkinsburg Borough,Borough of Wilkinsburg,East Busway,Penn Avenue,OTHER LOCAL AGENCIES,78,4914,4,Concrete (cast in place),Slab (solid),1904,"OPEN, NO RESTRICTION",N/A,N/A,5 - Fair,6 - Satisfactory,5 - Fair,N - Not applicable.,SPC,
L,Fair,55958,02747800009609,ALLEGHENY,Wilkinsburg Borough,Borough of Wilkinsburg,East Busway,South Avenue,OTHER LOCAL AGENCIES,196,6056.4,2,Steel,I-welded beams,2002,"OPEN, NO RESTRICTION",N/A,N/A,6 - Satisfactory,7 - Good,7 - Good,N - Not applicable.,SPC,
L,Fair,56069,64720964015009,WESTMORELAND,Hempfield Township,500' N of T-309,Mt Pleasant Road,Slate Run Creek,COUNTY HIGHWAY AGENCY,23,724.5,1,Concrete (cast in place),Slab (solid),1978,"OPEN, NO RESTRICTION",N/A,N/A,7 - Good,7 - Good,5 - Fair,N - Not applicable.,SPC,
L,Fair,56116,62721905340001,WASHINGTON,North Franklin Township,100' WEST OF SR 3013,SOUTH RING DRIVE,CHARTIERS CREEK,TOWN OR TOWNSHIP HIGHWAY AGENCY,67,3229.4,1,Prestressed precast concrete (P/S),Box beam - (spread),2017,"OPEN, NO RESTRICTION",N/A,N/A,7 - Good,8 - Very Good,6 - Satisfactory,N - Not applicable.,SPC,
L,Fair,56169,62720607030007,WASHINGTON,Cecil Township,600' N OF MORGANZA RESERV,SOUTHPOINTE BLVD.,MORGANZA RUN,TOWN OR TOWNSHIP HIGHWAY AGENCY,50,2800,1,Concrete (precast),Box culvert,1995,"OPEN, NO RESTRICTION",N/A,N/A,N - Not applicable.,N - Not applicable.,N - Not applicable.,5 - Fair,SPC,
L,Fair,56170,62720607030008,WASHINGTON,Cecil Township,100' N OF MORGANZA RESERV,SOUTHPOINTE BLVD.,MORGANZA RUN,TOWN OR TOWNSHIP HIGHWAY AGENCY,27,702,1,Concrete (precast),Box culvert,1995,"OPEN, NO RESTRICTION",N/A,N/A,N - Not applicable.,N - Not applicable.,N - Not applicable.,5 - Fair,SPC,
L,Fair,56910,03721106390007,ARMSTRONG,Kittanning Township,1 Mi East of SR 422,T-639 ROOFNER ROAD,MILL RUN,TOWN OR TOWNSHIP HIGHWAY AGENCY,22,396,1,Steel,Arch culvert,1950,"OPEN, NO RESTRICTION",N/A,N/A,N - Not applicable.,N - Not applicable.,N - Not applicable.,5 - Fair,SPC,
L,Fair,56911,10721903360001,BUTLER,Lancaster Township,280' East of I-79,T-336 L Y Road,LITTLE YELLOW CREEK,TOWN OR TOWNSHIP HIGHWAY AGENCY,21,336,2,Steel,Pipe culvert,1980,"OPEN, NO RESTRICTION",N/A,N/A,N - Not applicable.,N - Not applicable.,N - Not applicable.,5 - Fair,SPC,
L,Fair,56965,26721707270010,FAYETTE,Salt Lick Township,Saltlick Township,Stanton Road,Back Creek,TOWN OR TOWNSHIP HIGHWAY AGENCY,23,368,1,Steel,I beams,1901,"OPEN, NO RESTRICTION",N/A,N/A,6 - Satisfactory,5 - Fair,5 - Fair,N - Not applicable.,SPC,
L,Fair,56966,30721505360006,GREENE,Perry Township,Perry Township,Hoy Run Road,Haynes Run,TOWN OR TOWNSHIP HIGHWAY AGENCY,22,539,1,Concrete (cast in place),Slab (solid),1901,"OPEN, NO RESTRICTION",N/A,N/A,6 - Satisfactory,6 - Satisfactory,5 - Fair,N - Not applicable.,SPC,
L,Fair,56972,62722604290002,WASHINGTON,South Franklin Township,South Franklin Township,Mounts Road,Chartiers Creek,TOWN OR TOWNSHIP HIGHWAY AGENCY,20,400,1,Concrete (precast),Arch deck - closed,2000,"OPEN, NO RESTRICTION",N/A,N/A,N - Not applicable.,6 - Satisfactory,6 - Satisfactory,N - Not applicable.,SPC,
L,Fair,57063,04721000004066,BEAVER,Marion Township,Brush Creek Park,Glendale Road,Tributary to Brush Creek,COUNTY HIGHWAY AGENCY,22,574.2,1,Concrete (cast in place),Box culvert,1980,"OPEN, NO RESTRICTION",N/A,N/A,N - Not applicable.,N - Not applicable.,N - Not applicable.,6 - Satisfactory,SPC,
L,Poor,1060,02730100003136,ALLEGHENY,Pittsburgh City,136 Milroy St Bridge,MILROY ST,"I-279(LR 1021)NB,SB&HOV","CITY, MUNICIPAL, HIGHWAY AGENCY, OR BOROUGH",354,11894.4,3,Steel,I-welded beams,1986,"OPEN, NO RESTRICTION",N/A,N/A,6 - Satisfactory,6 - Satisfactory,4 - Poor,N - Not applicable.,SPC,
L,Poor,2113,02710200001003,ALLEGHENY,Collier Township,102003 STEEN RD OV AQUADT,STEEN RD,CHARTIERS CRK FLOOD CHAN,TOWN OR TOWNSHIP HIGHWAY AGENCY,186,8853.6,1,Steel,I-welded beams,1972,POSTED FOR LOAD,33,N/A,4 - Poor,4 - Poor,4 - Poor,N - Not applicable.,SPC,
L,Poor,2129,02710430932178,ALLEGHENY,East Deer Township,DY03   DAYS RUN NO. 3,BAILEYS RUN RD,DAYS RUN,COUNTY HIGHWAY AGENCY,32,867.2,1,Prestressed precast concrete (P/S),Box beam - adj,1890,"OPEN, NO RESTRICTION",N/A,N/A,5 - Fair,4 - Poor,5 - Fair,N - Not applicable.,SPC,
L,Poor,2132,02710500001003,ALLEGHENY,Elizabeth Township,AT SR 51 INTERSECTION,PENN OAK STREET,FALLEN TIMBER RUN,TOWN OR TOWNSHIP HIGHWAY AGENCY,22,605,1,Concrete (cast in place),T-beams,1948,"OPEN, NO RESTRICTION",N/A,N/A,4 - Poor,5 - Fair,3 - Serious,N - Not applicable.,SPC,
L,Poor,2133,02710500001004,ALLEGHENY,Elizabeth Township,AT SR 51 INTERSECT,PENNEMAN DRIVE,FALLEN TIMBER RUN,TOWN OR TOWNSHIP HIGHWAY AGENCY,35,843.5,1,Steel,I beams,1951,POSTED FOR LOAD,20,N/A,4 - Poor,4 - Poor,5 - Fair,N - Not applicable.,SPC,
L,Poor,2172,02711223452831,ALLEGHENY,Ohara Township,SQ01 SQUAW RUN NO. 1,OLD FREEPORT ROAD,SQUAW RUN,COUNTY HIGHWAY AGENCY,52,1638,1,Prestressed precast concrete (P/S),Box beam - adj,1982,"OPEN, NO RESTRICTION",N/A,N/A,5 - Fair,4 - Poor,6 - Satisfactory,N - Not applicable.,SPC,
L,Poor,2179,02711333172722,ALLEGHENY,Plum Borough,"PU02   PLUM CRK,U BR,NO 2",UNIVERSAL RD,PLUM CREEK UPPER BRANCH,COUNTY HIGHWAY AGENCY,31,1013.7,1,Prestressed precast concrete (P/S),Box beam - adj,1982,POSTED FOR LOAD,34,40,6 - Satisfactory,4 - Poor,6 - Satisfactory,N - Not applicable.,SPC,
L,Poor,2202,02711600002553,ALLEGHENY,Ross Township,PD03   JACKS RUN NO. 3,JACKS RUN RD,SR0279,COUNTY HIGHWAY AGENCY,205,8610,2,Prestressed precast concrete (P/S),I beams,1986,"OPEN, NO RESTRICTION",N/A,N/A,6 - Satisfactory,5 - Fair,4 - Poor,N - Not applicable.,SPC,
L,Poor,2204,02711600002710,ALLEGHENY,Ross Township,"PS10   PINE CRK # 10,S BR",MCINTYRE RD,"PINE CREEK,SOUTH BRANCH",COUNTY HIGHWAY AGENCY,37,1006.4,1,Concrete (cast in place),T-beams,1941,"OPEN, NO RESTRICTION",N/A,N/A,5 - Fair,4 - Poor,5 - Fair,N - Not applicable.,SPC,
L,Poor,2232,02711823042706,ALLEGHENY,Shaler Township,"PS06   PINE CR,S.BR., #6",VILSACK RD,PINE CREEK SOUTH BRANCH,COUNTY HIGHWAY AGENCY,25,830,1,Prestressed precast concrete (P/S),Box beam - adj,1959,"BRIDGE, CLOSED TO ALL TRAFFIC",N/A,N/A,6 - Satisfactory,4 - Poor,4 - Poor,N - Not applicable.,SPC,
